Var1,Var2,Var3,Var4,Freq
2020,1,Mimico (includes Humber Bay Shores) (17),22,0
2016,2,Mimico (includes Humber Bay Shores) (17),22,0
2017,2,Mimico (includes Humber Bay Shores) (17),22,0
2018,2,Mimico (includes Humber Bay Shores) (17),22,0
2019,2,Mimico (includes Humber Bay Shores) (17),22,0
2020,2,Mimico (includes Humber Bay Shores) (17),22,0
2016,3,Mimico (includes Humber Bay Shores) (17),22,0
2017,3,Mimico (includes Humber Bay Shores) (17),22,0
2018,3,Mimico (includes Humber Bay Shores) (17),22,0
2019,3,Mimico (includes Humber Bay Shores) (17),22,0
2020,3,Mimico (includes Humber Bay Shores) (17),22,0
2016,0,Morningside (135),22,7
2017,0,Morningside (135),22,6
2018,0,Morningside (135),22,10
2019,0,Morningside (135),22,6
2020,0,Morningside (135),22,1
2016,1,Morningside (135),22,0
2017,1,Morningside (135),22,0
2018,1,Morningside (135),22,0
2019,1,Morningside (135),22,0
2020,1,Morningside (135),22,0
2016,2,Morningside (135),22,0
2017,2,Morningside (135),22,0
2018,2,Morningside (135),22,0
2019,2,Morningside (135),22,0
2020,2,Morningside (135),22,0
2016,3,Morningside (135),22,0
2017,3,Morningside (135),22,0
2018,3,Morningside (135),22,0
2019,3,Morningside (135),22,0
2020,3,Morningside (135),22,0
2016,0,Moss Park (73),22,20
2017,0,Moss Park (73),22,18
2018,0,Moss Park (73),22,22
2019,0,Moss Park (73),22,23
2020,0,Moss Park (73),22,12
2016,1,Moss Park (73),22,0
2017,1,Moss Park (73),22,0
2018,1,Moss Park (73),22,0
2019,1,Moss Park (73),22,0
2020,1,Moss Park (73),22,1
2016,2,Moss Park (73),22,0
2017,2,Moss Park (73),22,0
2018,2,Moss Park (73),22,0
2019,2,Moss Park (73),22,0
2020,2,Moss Park (73),22,0
2016,3,Moss Park (73),22,0
2017,3,Moss Park (73),22,0
2018,3,Moss Park (73),22,0
2019,3,Moss Park (73),22,0
2020,3,Moss Park (73),22,0
2016,0,Mount Dennis (115),22,3
2017,0,Mount Dennis (115),22,6
2018,0,Mount Dennis (115),22,4
2019,0,Mount Dennis (115),22,4
2020,0,Mount Dennis (115),22,2
2016,1,Mount Dennis (115),22,0
2017,1,Mount Dennis (115),22,0
2018,1,Mount Dennis (115),22,0
2019,1,Mount Dennis (115),22,0
2020,1,Mount Dennis (115),22,0
2016,2,Mount Dennis (115),22,0
2017,2,Mount Dennis (115),22,0
2018,2,Mount Dennis (115),22,0
2019,2,Mount Dennis (115),22,0
2020,2,Mount Dennis (115),22,0
2016,3,Mount Dennis (115),22,0
2017,3,Mount Dennis (115),22,0
2018,3,Mount Dennis (115),22,0
2019,3,Mount Dennis (115),22,0
2020,3,Mount Dennis (115),22,0
2016,0,Mount Olive-Silverstone-Jamestown (2),22,6
2017,0,Mount Olive-Silverstone-Jamestown (2),22,10
2018,0,Mount Olive-Silverstone-Jamestown (2),22,8
2019,0,Mount Olive-Silverstone-Jamestown (2),22,11
2020,0,Mount Olive-Silverstone-Jamestown (2),22,6
2016,1,Mount Olive-Silverstone-Jamestown (2),22,0
2017,1,Mount Olive-Silverstone-Jamestown (2),22,0
2018,1,Mount Olive-Silverstone-Jamestown (2),22,0
2019,1,Mount Olive-Silverstone-Jamestown (2),22,0
2020,1,Mount Olive-Silverstone-Jamestown (2),22,0
2016,2,Mount Olive-Silverstone-Jamestown (2),22,0
2017,2,Mount Olive-Silverstone-Jamestown (2),22,0
2018,2,Mount Olive-Silverstone-Jamestown (2),22,0
2019,2,Mount Olive-Silverstone-Jamestown (2),22,0
2020,2,Mount Olive-Silverstone-Jamestown (2),22,0
2016,3,Mount Olive-Silverstone-Jamestown (2),22,0
2017,3,Mount Olive-Silverstone-Jamestown (2),22,0
2018,3,Mount Olive-Silverstone-Jamestown (2),22,0
2019,3,Mount Olive-Silverstone-Jamestown (2),22,0
2020,3,Mount Olive-Silverstone-Jamestown (2),22,0
2016,0,Mount Pleasant East (99),22,9
2017,0,Mount Pleasant East (99),22,7
2018,0,Mount Pleasant East (99),22,7
2019,0,Mount Pleasant East (99),22,9
2020,0,Mount Pleasant East (99),22,6
2016,1,Mount Pleasant East (99),22,0
2017,1,Mount Pleasant East (99),22,0
2018,1,Mount Pleasant East (99),22,0
2019,1,Mount Pleasant East (99),22,0
2020,1,Mount Pleasant East (99),22,0
2016,2,Mount Pleasant East (99),22,0
2017,2,Mount Pleasant East (99),22,0
2018,2,Mount Pleasant East (99),22,0
2019,2,Mount Pleasant East (99),22,0
2020,2,Mount Pleasant East (99),22,0
2016,3,Mount Pleasant East (99),22,0
2017,3,Mount Pleasant East (99),22,0
2018,3,Mount Pleasant East (99),22,0
2019,3,Mount Pleasant East (99),22,0
2020,3,Mount Pleasant East (99),22,0
2016,0,Mount Pleasant West (104),22,4
2017,0,Mount Pleasant West (104),22,3
2018,0,Mount Pleasant West (104),22,8
2019,0,Mount Pleasant West (104),22,3
2020,0,Mount Pleasant West (104),22,1
2016,1,Mount Pleasant West (104),22,0
2017,1,Mount Pleasant West (104),22,0
2018,1,Mount Pleasant West (104),22,0
2019,1,Mount Pleasant West (104),22,0
2020,1,Mount Pleasant West (104),22,0
2016,2,Mount Pleasant West (104),22,0
2017,2,Mount Pleasant West (104),22,0
2018,2,Mount Pleasant West (104),22,0
2019,2,Mount Pleasant West (104),22,0
2020,2,Mount Pleasant West (104),22,0
2016,3,Mount Pleasant West (104),22,0
2017,3,Mount Pleasant West (104),22,0
2018,3,Mount Pleasant West (104),22,0
2019,3,Mount Pleasant West (104),22,0
2020,3,Mount Pleasant West (104),22,0
2016,0,New Toronto (18),22,1
2017,0,New Toronto (18),22,3
2018,0,New Toronto (18),22,5
2019,0,New Toronto (18),22,3
2020,0,New Toronto (18),22,1
2016,1,New Toronto (18),22,0
2017,1,New Toronto (18),22,0
2018,1,New Toronto (18),22,1
2019,1,New Toronto (18),22,0
2020,1,New Toronto (18),22,0
2016,2,New Toronto (18),22,0
2017,2,New Toronto (18),22,0
2018,2,New Toronto (18),22,0
2019,2,New Toronto (18),22,0
2020,2,New Toronto (18),22,0
2016,3,New Toronto (18),22,0
2017,3,New Toronto (18),22,0
2018,3,New Toronto (18),22,0
2019,3,New Toronto (18),22,0
2020,3,New Toronto (18),22,0
2016,0,Newtonbrook East (50),22,17
2017,0,Newtonbrook East (50),22,13
2018,0,Newtonbrook East (50),22,14
2019,0,Newtonbrook East (50),22,10
2020,0,Newtonbrook East (50),22,8
2016,1,Newtonbrook East (50),22,0
2017,1,Newtonbrook East (50),22,0
2018,1,Newtonbrook East (50),22,0
2019,1,Newtonbrook East (50),22,0
2020,1,Newtonbrook East (50),22,0
2016,2,Newtonbrook East (50),22,0
2017,2,Newtonbrook East (50),22,0
2018,2,Newtonbrook East (50),22,0
2019,2,Newtonbrook East (50),22,0
2020,2,Newtonbrook East (50),22,0
2016,3,Newtonbrook East (50),22,0
2017,3,Newtonbrook East (50),22,0
2018,3,Newtonbrook East (50),22,0
2019,3,Newtonbrook East (50),22,0
2020,3,Newtonbrook East (50),22,0
2016,0,Newtonbrook West (36),22,22
2017,0,Newtonbrook West (36),22,15
2018,0,Newtonbrook West (36),22,9
2019,0,Newtonbrook West (36),22,10
2020,0,Newtonbrook West (36),22,8
2016,1,Newtonbrook West (36),22,0
2017,1,Newtonbrook West (36),22,0
2018,1,Newtonbrook West (36),22,0
2019,1,Newtonbrook West (36),22,0
2020,1,Newtonbrook West (36),22,0
2016,2,Newtonbrook West (36),22,0
2017,2,Newtonbrook West (36),22,0
2018,2,Newtonbrook West (36),22,0
2019,2,Newtonbrook West (36),22,0
2020,2,Newtonbrook West (36),22,0
2016,3,Newtonbrook West (36),22,0
2017,3,Newtonbrook West (36),22,0
2018,3,Newtonbrook West (36),22,0
2019,3,Newtonbrook West (36),22,0
2020,3,Newtonbrook West (36),22,0
2016,0,Niagara (82),22,15
2017,0,Niagara (82),22,20
2018,0,Niagara (82),22,25
2019,0,Niagara (82),22,23
2020,0,Niagara (82),22,5
2016,1,Niagara (82),22,0
2017,1,Niagara (82),22,0
2018,1,Niagara (82),22,0
2019,1,Niagara (82),22,0
2020,1,Niagara (82),22,0
2016,2,Niagara (82),22,0
2017,2,Niagara (82),22,0
2018,2,Niagara (82),22,0
2019,2,Niagara (82),22,0
2020,2,Niagara (82),22,0
2016,3,Niagara (82),22,0
2017,3,Niagara (82),22,0
2018,3,Niagara (82),22,0
2019,3,Niagara (82),22,0
2020,3,Niagara (82),22,0
2016,0,North Riverdale (68),22,5
2017,0,North Riverdale (68),22,6
2018,0,North Riverdale (68),22,1
2019,0,North Riverdale (68),22,6
2020,0,North Riverdale (68),22,3
2016,1,North Riverdale (68),22,0
2017,1,North Riverdale (68),22,0
2018,1,North Riverdale (68),22,0
2019,1,North Riverdale (68),22,0
2020,1,North Riverdale (68),22,0
2016,2,North Riverdale (68),22,0
2017,2,North Riverdale (68),22,0
2018,2,North Riverdale (68),22,0
2019,2,North Riverdale (68),22,0
2020,2,North Riverdale (68),22,0
2016,3,North Riverdale (68),22,0
2017,3,North Riverdale (68),22,0
2018,3,North Riverdale (68),22,0
2019,3,North Riverdale (68),22,0
2020,3,North Riverdale (68),22,0
2016,0,North St.James Town (74),22,6
2017,0,North St.James Town (74),22,10
2018,0,North St.James Town (74),22,3
2019,0,North St.James Town (74),22,5
2020,0,North St.James Town (74),22,5
2016,1,North St.James Town (74),22,0
2017,1,North St.James Town (74),22,0
2018,1,North St.James Town (74),22,0
2019,1,North St.James Town (74),22,0
2020,1,North St.James Town (74),22,0
2016,2,North St.James Town (74),22,0
2017,2,North St.James Town (74),22,0
2018,2,North St.James Town (74),22,0
2019,2,North St.James Town (74),22,0
2020,2,North St.James Town (74),22,0
2016,3,North St.James Town (74),22,0
2017,3,North St.James Town (74),22,0
2018,3,North St.James Town (74),22,0
2019,3,North St.James Town (74),22,0
2020,3,North St.James Town (74),22,0
2016,0,NSA,22,9
2017,0,NSA,22,10
2018,0,NSA,22,13
2019,0,NSA,22,7
2020,0,NSA,22,5
2016,1,NSA,22,0
2017,1,NSA,22,0
2018,1,NSA,22,0
2019,1,NSA,22,0
2020,1,NSA,22,0
2016,2,NSA,22,0
2017,2,NSA,22,0
2018,2,NSA,22,0
2019,2,NSA,22,0
2020,2,NSA,22,0
2016,3,NSA,22,0
2017,3,NSA,22,0
2018,3,NSA,22,0
2019,3,NSA,22,0
2020,3,NSA,22,0
2016,0,Oakridge (121),22,6
2017,0,Oakridge (121),22,7
2018,0,Oakridge (121),22,2
2019,0,Oakridge (121),22,4
2020,0,Oakridge (121),22,3
2016,1,Oakridge (121),22,0
2017,1,Oakridge (121),22,0
2018,1,Oakridge (121),22,0
2019,1,Oakridge (121),22,0
2020,1,Oakridge (121),22,0
2016,2,Oakridge (121),22,0
2017,2,Oakridge (121),22,0
2018,2,Oakridge (121),22,0
2019,2,Oakridge (121),22,0
2020,2,Oakridge (121),22,0
2016,3,Oakridge (121),22,0
2017,3,Oakridge (121),22,0
2018,3,Oakridge (121),22,0
2019,3,Oakridge (121),22,0
2020,3,Oakridge (121),22,0
2016,0,Oakwood Village (107),22,10
2017,0,Oakwood Village (107),22,7
2018,0,Oakwood Village (107),22,2
2019,0,Oakwood Village (107),22,11
2020,0,Oakwood Village (107),22,3
2016,1,Oakwood Village (107),22,0
2017,1,Oakwood Village (107),22,0
2018,1,Oakwood Village (107),22,0
2019,1,Oakwood Village (107),22,0
2020,1,Oakwood Village (107),22,0
2016,2,Oakwood Village (107),22,0
2017,2,Oakwood Village (107),22,0
2018,2,Oakwood Village (107),22,0
2019,2,Oakwood Village (107),22,0
2020,2,Oakwood Village (107),22,0
2016,3,Oakwood Village (107),22,0
2017,3,Oakwood Village (107),22,0
2018,3,Oakwood Village (107),22,0
2019,3,Oakwood Village (107),22,0
2020,3,Oakwood Village (107),22,0
2016,0,OConnor-Parkview (54),22,2
2017,0,OConnor-Parkview (54),22,4
2018,0,OConnor-Parkview (54),22,4
2019,0,OConnor-Parkview (54),22,6
2020,0,OConnor-Parkview (54),22,1
2016,1,OConnor-Parkview (54),22,0
2017,1,OConnor-Parkview (54),22,0
2018,1,OConnor-Parkview (54),22,0
2019,1,OConnor-Parkview (54),22,0
2020,1,OConnor-Parkview (54),22,0
2016,2,OConnor-Parkview (54),22,0
2017,2,OConnor-Parkview (54),22,0
2018,2,OConnor-Parkview (54),22,0
2019,2,OConnor-Parkview (54),22,0
2020,2,OConnor-Parkview (54),22,0
2016,3,OConnor-Parkview (54),22,0
2017,3,OConnor-Parkview (54),22,0
2018,3,OConnor-Parkview (54),22,0
2019,3,OConnor-Parkview (54),22,0
2020,3,OConnor-Parkview (54),22,0
2016,0,Old East York (58),22,16
2017,0,Old East York (58),22,11
2018,0,Old East York (58),22,10
2019,0,Old East York (58),22,15
2020,0,Old East York (58),22,10
2016,1,Old East York (58),22,0
2017,1,Old East York (58),22,0
2018,1,Old East York (58),22,0
2019,1,Old East York (58),22,0
2020,1,Old East York (58),22,0
2016,2,Old East York (58),22,0
2017,2,Old East York (58),22,0
2018,2,Old East York (58),22,0
2019,2,Old East York (58),22,0
2020,2,Old East York (58),22,0
2016,3,Old East York (58),22,0
2017,3,Old East York (58),22,0
2018,3,Old East York (58),22,0
2019,3,Old East York (58),22,0
2020,3,Old East York (58),22,0
2016,0,Palmerston-Little Italy (80),22,8
2017,0,Palmerston-Little Italy (80),22,6
2018,0,Palmerston-Little Italy (80),22,8
2019,0,Palmerston-Little Italy (80),22,4
2020,0,Palmerston-Little Italy (80),22,3
2016,1,Palmerston-Little Italy (80),22,0
2017,1,Palmerston-Little Italy (80),22,0
2018,1,Palmerston-Little Italy (80),22,0
2019,1,Palmerston-Little Italy (80),22,0
2020,1,Palmerston-Little Italy (80),22,0
2016,2,Palmerston-Little Italy (80),22,0
2017,2,Palmerston-Little Italy (80),22,0
2018,2,Palmerston-Little Italy (80),22,0
2019,2,Palmerston-Little Italy (80),22,0
2020,2,Palmerston-Little Italy (80),22,0
2016,3,Palmerston-Little Italy (80),22,0
2017,3,Palmerston-Little Italy (80),22,0
2018,3,Palmerston-Little Italy (80),22,0
2019,3,Palmerston-Little Italy (80),22,0
2020,3,Palmerston-Little Italy (80),22,0
2016,0,Parkwoods-Donalda (45),22,19
2017,0,Parkwoods-Donalda (45),22,11
2018,0,Parkwoods-Donalda (45),22,10
2019,0,Parkwoods-Donalda (45),22,13
2020,0,Parkwoods-Donalda (45),22,6
2016,1,Parkwoods-Donalda (45),22,0
2017,1,Parkwoods-Donalda (45),22,0
2018,1,Parkwoods-Donalda (45),22,0
2019,1,Parkwoods-Donalda (45),22,0
2020,1,Parkwoods-Donalda (45),22,0
2016,2,Parkwoods-Donalda (45),22,0
2017,2,Parkwoods-Donalda (45),22,0
2018,2,Parkwoods-Donalda (45),22,0
2019,2,Parkwoods-Donalda (45),22,0
2020,2,Parkwoods-Donalda (45),22,0
2016,3,Parkwoods-Donalda (45),22,0
2017,3,Parkwoods-Donalda (45),22,0
2018,3,Parkwoods-Donalda (45),22,0
2019,3,Parkwoods-Donalda (45),22,0
2020,3,Parkwoods-Donalda (45),22,0
2016,0,Pelmo Park-Humberlea (23),22,14
2017,0,Pelmo Park-Humberlea (23),22,14
2018,0,Pelmo Park-Humberlea (23),22,6
2019,0,Pelmo Park-Humberlea (23),22,6
2020,0,Pelmo Park-Humberlea (23),22,3
2016,1,Pelmo Park-Humberlea (23),22,0
2017,1,Pelmo Park-Humberlea (23),22,0
2018,1,Pelmo Park-Humberlea (23),22,0
2019,1,Pelmo Park-Humberlea (23),22,0
2020,1,Pelmo Park-Humberlea (23),22,0
2016,2,Pelmo Park-Humberlea (23),22,0
2017,2,Pelmo Park-Humberlea (23),22,0
2018,2,Pelmo Park-Humberlea (23),22,0
2019,2,Pelmo Park-Humberlea (23),22,0
2020,2,Pelmo Park-Humberlea (23),22,0
2016,3,Pelmo Park-Humberlea (23),22,0
2017,3,Pelmo Park-Humberlea (23),22,0
2018,3,Pelmo Park-Humberlea (23),22,0
2019,3,Pelmo Park-Humberlea (23),22,0
2020,3,Pelmo Park-Humberlea (23),22,0
2016,0,Playter Estates-Danforth (67),22,6
2017,0,Playter Estates-Danforth (67),22,7
2018,0,Playter Estates-Danforth (67),22,8
2019,0,Playter Estates-Danforth (67),22,8
2020,0,Playter Estates-Danforth (67),22,3
2016,1,Playter Estates-Danforth (67),22,0
2017,1,Playter Estates-Danforth (67),22,0
2018,1,Playter Estates-Danforth (67),22,0
2019,1,Playter Estates-Danforth (67),22,0
2020,1,Playter Estates-Danforth (67),22,0
2016,2,Playter Estates-Danforth (67),22,0
2017,2,Playter Estates-Danforth (67),22,0
2018,2,Playter Estates-Danforth (67),22,0
2019,2,Playter Estates-Danforth (67),22,0
2020,2,Playter Estates-Danforth (67),22,0
2016,3,Playter Estates-Danforth (67),22,0
2017,3,Playter Estates-Danforth (67),22,0
2018,3,Playter Estates-Danforth (67),22,0
2019,3,Playter Estates-Danforth (67),22,0
2020,3,Playter Estates-Danforth (67),22,0
2016,0,Pleasant View (46),22,4
2017,0,Pleasant View (46),22,7
2018,0,Pleasant View (46),22,5
2019,0,Pleasant View (46),22,3
2020,0,Pleasant View (46),22,1
2016,1,Pleasant View (46),22,0
2017,1,Pleasant View (46),22,0
2018,1,Pleasant View (46),22,0
2019,1,Pleasant View (46),22,0
2020,1,Pleasant View (46),22,0
2016,2,Pleasant View (46),22,0
2017,2,Pleasant View (46),22,0
2018,2,Pleasant View (46),22,0
2019,2,Pleasant View (46),22,0
2020,2,Pleasant View (46),22,0
2016,3,Pleasant View (46),22,0
2017,3,Pleasant View (46),22,0
2018,3,Pleasant View (46),22,0
2019,3,Pleasant View (46),22,0
2020,3,Pleasant View (46),22,0
2016,0,Princess-Rosethorn (10),22,0
2017,0,Princess-Rosethorn (10),22,0
2018,0,Princess-Rosethorn (10),22,3
2019,0,Princess-Rosethorn (10),22,1
2020,0,Princess-Rosethorn (10),22,2
2016,1,Princess-Rosethorn (10),22,0
2017,1,Princess-Rosethorn (10),22,0
2018,1,Princess-Rosethorn (10),22,0
2019,1,Princess-Rosethorn (10),22,0
2020,1,Princess-Rosethorn (10),22,0
2016,2,Princess-Rosethorn (10),22,0
2017,2,Princess-Rosethorn (10),22,0
2018,2,Princess-Rosethorn (10),22,0
2019,2,Princess-Rosethorn (10),22,0
2020,2,Princess-Rosethorn (10),22,0
2016,3,Princess-Rosethorn (10),22,0
2017,3,Princess-Rosethorn (10),22,0
2018,3,Princess-Rosethorn (10),22,0
2019,3,Princess-Rosethorn (10),22,0
2020,3,Princess-Rosethorn (10),22,0
2016,0,Regent Park (72),22,7
2017,0,Regent Park (72),22,6
2018,0,Regent Park (72),22,6
2019,0,Regent Park (72),22,3
2020,0,Regent Park (72),22,2
2016,1,Regent Park (72),22,0
2017,1,Regent Park (72),22,0
2018,1,Regent Park (72),22,0
2019,1,Regent Park (72),22,0
2020,1,Regent Park (72),22,0
2016,2,Regent Park (72),22,0
2017,2,Regent Park (72),22,0
2018,2,Regent Park (72),22,0
2019,2,Regent Park (72),22,0
2020,2,Regent Park (72),22,0
2016,3,Regent Park (72),22,0
2017,3,Regent Park (72),22,0
2018,3,Regent Park (72),22,0
2019,3,Regent Park (72),22,0
2020,3,Regent Park (72),22,0
2016,0,Rexdale-Kipling (4),22,4
2017,0,Rexdale-Kipling (4),22,4
2018,0,Rexdale-Kipling (4),22,6
2019,0,Rexdale-Kipling (4),22,8
2020,0,Rexdale-Kipling (4),22,4
2016,1,Rexdale-Kipling (4),22,0
2017,1,Rexdale-Kipling (4),22,0
2018,1,Rexdale-Kipling (4),22,0
2019,1,Rexdale-Kipling (4),22,0
2020,1,Rexdale-Kipling (4),22,0
2016,2,Rexdale-Kipling (4),22,0
2017,2,Rexdale-Kipling (4),22,0
2018,2,Rexdale-Kipling (4),22,0
2019,2,Rexdale-Kipling (4),22,0
2020,2,Rexdale-Kipling (4),22,0
2016,3,Rexdale-Kipling (4),22,0
2017,3,Rexdale-Kipling (4),22,0
2018,3,Rexdale-Kipling (4),22,0
2019,3,Rexdale-Kipling (4),22,0
2020,3,Rexdale-Kipling (4),22,0
2016,0,Rockcliffe-Smythe (111),22,9
2017,0,Rockcliffe-Smythe (111),22,11
2018,0,Rockcliffe-Smythe (111),22,3
2019,0,Rockcliffe-Smythe (111),22,5
2020,0,Rockcliffe-Smythe (111),22,5
2016,1,Rockcliffe-Smythe (111),22,0
2017,1,Rockcliffe-Smythe (111),22,0
2018,1,Rockcliffe-Smythe (111),22,0
2019,1,Rockcliffe-Smythe (111),22,0
2020,1,Rockcliffe-Smythe (111),22,0
2016,2,Rockcliffe-Smythe (111),22,0
2017,2,Rockcliffe-Smythe (111),22,0
2018,2,Rockcliffe-Smythe (111),22,0
2019,2,Rockcliffe-Smythe (111),22,0
2020,2,Rockcliffe-Smythe (111),22,0
2016,3,Rockcliffe-Smythe (111),22,0
2017,3,Rockcliffe-Smythe (111),22,0
2018,3,Rockcliffe-Smythe (111),22,0
2019,3,Rockcliffe-Smythe (111),22,0
2020,3,Rockcliffe-Smythe (111),22,0
2016,0,Roncesvalles (86),22,6
2017,0,Roncesvalles (86),22,8
2018,0,Roncesvalles (86),22,5
2019,0,Roncesvalles (86),22,5
2020,0,Roncesvalles (86),22,2
2016,1,Roncesvalles (86),22,1
2017,1,Roncesvalles (86),22,0
2018,1,Roncesvalles (86),22,0
2019,1,Roncesvalles (86),22,0
2020,1,Roncesvalles (86),22,0
2016,2,Roncesvalles (86),22,0
2017,2,Roncesvalles (86),22,0
2018,2,Roncesvalles (86),22,0
2019,2,Roncesvalles (86),22,0
2020,2,Roncesvalles (86),22,0
2016,3,Roncesvalles (86),22,0
2017,3,Roncesvalles (86),22,0
2018,3,Roncesvalles (86),22,0
2019,3,Roncesvalles (86),22,0
2020,3,Roncesvalles (86),22,0
2016,0,Rosedale-Moore Park (98),22,7
2017,0,Rosedale-Moore Park (98),22,9
2018,0,Rosedale-Moore Park (98),22,9
2019,0,Rosedale-Moore Park (98),22,14
2020,0,Rosedale-Moore Park (98),22,5
2016,1,Rosedale-Moore Park (98),22,0
2017,1,Rosedale-Moore Park (98),22,0
2018,1,Rosedale-Moore Park (98),22,0
2019,1,Rosedale-Moore Park (98),22,0
2020,1,Rosedale-Moore Park (98),22,0
2016,2,Rosedale-Moore Park (98),22,0
2017,2,Rosedale-Moore Park (98),22,0
2018,2,Rosedale-Moore Park (98),22,0
2019,2,Rosedale-Moore Park (98),22,0
2020,2,Rosedale-Moore Park (98),22,0
2016,3,Rosedale-Moore Park (98),22,0
2017,3,Rosedale-Moore Park (98),22,0
2018,3,Rosedale-Moore Park (98),22,0
2019,3,Rosedale-Moore Park (98),22,0
2020,3,Rosedale-Moore Park (98),22,0
2016,0,Rouge (131),22,20
2017,0,Rouge (131),22,21
2018,0,Rouge (131),22,35
2019,0,Rouge (131),22,38
2020,0,Rouge (131),22,18
2016,1,Rouge (131),22,0
2017,1,Rouge (131),22,0
2018,1,Rouge (131),22,0
2019,1,Rouge (131),22,0
2020,1,Rouge (131),22,0
2016,2,Rouge (131),22,0
2017,2,Rouge (131),22,0
2018,2,Rouge (131),22,0
2019,2,Rouge (131),22,0
2020,2,Rouge (131),22,0
2016,3,Rouge (131),22,0
2017,3,Rouge (131),22,0
2018,3,Rouge (131),22,0
2019,3,Rouge (131),22,0
2020,3,Rouge (131),22,0
2016,0,Runnymede-Bloor West Village (89),22,4
2017,0,Runnymede-Bloor West Village (89),22,8
2018,0,Runnymede-Bloor West Village (89),22,2
2019,0,Runnymede-Bloor West Village (89),22,0
2020,0,Runnymede-Bloor West Village (89),22,3
2016,1,Runnymede-Bloor West Village (89),22,0
2017,1,Runnymede-Bloor West Village (89),22,0
2018,1,Runnymede-Bloor West Village (89),22,0
2019,1,Runnymede-Bloor West Village (89),22,0
2020,1,Runnymede-Bloor West Village (89),22,0
2016,2,Runnymede-Bloor West Village (89),22,0
2017,2,Runnymede-Bloor West Village (89),22,0
2018,2,Runnymede-Bloor West Village (89),22,0
2019,2,Runnymede-Bloor West Village (89),22,0
2020,2,Runnymede-Bloor West Village (89),22,0
2016,3,Runnymede-Bloor West Village (89),22,0
2017,3,Runnymede-Bloor West Village (89),22,0
2018,3,Runnymede-Bloor West Village (89),22,0
2019,3,Runnymede-Bloor West Village (89),22,0
2020,3,Runnymede-Bloor West Village (89),22,0
2016,0,Rustic (28),22,3
2017,0,Rustic (28),22,5
2018,0,Rustic (28),22,3
2019,0,Rustic (28),22,3
2020,0,Rustic (28),22,2
2016,1,Rustic (28),22,0
2017,1,Rustic (28),22,0
2018,1,Rustic (28),22,0
2019,1,Rustic (28),22,0
2020,1,Rustic (28),22,0
2016,2,Rustic (28),22,0
2017,2,Rustic (28),22,0
2018,2,Rustic (28),22,0
2019,2,Rustic (28),22,0
2020,2,Rustic (28),22,0
2016,3,Rustic (28),22,0
2017,3,Rustic (28),22,0
2018,3,Rustic (28),22,0
2019,3,Rustic (28),22,0
2020,3,Rustic (28),22,0
2016,0,Scarborough Village (139),22,4
2017,0,Scarborough Village (139),22,7
2018,0,Scarborough Village (139),22,5
2019,0,Scarborough Village (139),22,5
2020,0,Scarborough Village (139),22,4
2016,1,Scarborough Village (139),22,1
2017,1,Scarborough Village (139),22,0
2018,1,Scarborough Village (139),22,0
2019,1,Scarborough Village (139),22,0
2020,1,Scarborough Village (139),22,0
2016,2,Scarborough Village (139),22,0
2017,2,Scarborough Village (139),22,0
2018,2,Scarborough Village (139),22,0
2019,2,Scarborough Village (139),22,0
2020,2,Scarborough Village (139),22,0
2016,3,Scarborough Village (139),22,0
2017,3,Scarborough Village (139),22,0
2018,3,Scarborough Village (139),22,0
2019,3,Scarborough Village (139),22,0
2020,3,Scarborough Village (139),22,0
2016,0,South Parkdale (85),22,44
2017,0,South Parkdale (85),22,26
2018,0,South Parkdale (85),22,26
2019,0,South Parkdale (85),22,21
2020,0,South Parkdale (85),22,13
2016,1,South Parkdale (85),22,0
2017,1,South Parkdale (85),22,0
2018,1,South Parkdale (85),22,0
2019,1,South Parkdale (85),22,0
2020,1,South Parkdale (85),22,0
2016,2,South Parkdale (85),22,0
2017,2,South Parkdale (85),22,0
2018,2,South Parkdale (85),22,0
2019,2,South Parkdale (85),22,0
2020,2,South Parkdale (85),22,0
2016,3,South Parkdale (85),22,0
2017,3,South Parkdale (85),22,0
2018,3,South Parkdale (85),22,0
2019,3,South Parkdale (85),22,0
2020,3,South Parkdale (85),22,0
2016,0,South Riverdale (70),22,21
2017,0,South Riverdale (70),22,14
2018,0,South Riverdale (70),22,19
2019,0,South Riverdale (70),22,31
2020,0,South Riverdale (70),22,11
2016,1,South Riverdale (70),22,0
2017,1,South Riverdale (70),22,0
2018,1,South Riverdale (70),22,0
2019,1,South Riverdale (70),22,0
2020,1,South Riverdale (70),22,0
2016,2,South Riverdale (70),22,0
2017,2,South Riverdale (70),22,0
2018,2,South Riverdale (70),22,0
2019,2,South Riverdale (70),22,0
2020,2,South Riverdale (70),22,0
2016,3,South Riverdale (70),22,0
2017,3,South Riverdale (70),22,0
2018,3,South Riverdale (70),22,0
2019,3,South Riverdale (70),22,0
2020,3,South Riverdale (70),22,0
2016,0,St.Andrew-Windfields (40),22,13
2017,0,St.Andrew-Windfields (40),22,11
2018,0,St.Andrew-Windfields (40),22,5
2019,0,St.Andrew-Windfields (40),22,11
2020,0,St.Andrew-Windfields (40),22,7
2016,1,St.Andrew-Windfields (40),22,0
2017,1,St.Andrew-Windfields (40),22,0
2018,1,St.Andrew-Windfields (40),22,0
2019,1,St.Andrew-Windfields (40),22,0
2020,1,St.Andrew-Windfields (40),22,0
2016,2,St.Andrew-Windfields (40),22,0
